IDCliente,Genero,TerceraEdad,Casado,Dependientes,Meses,Telefono,LineasMultiples,Internet,Seguridad,BackUp,Proteccion,Soporte,StreamingTV,Peliculas,TipoContrato,FacturaElectronica,MetodoPago,UltimoCargo,TotalHistorico,Abandono
8749-JMNKX,1,0,1,0,51,1,1,2,1,0,1,0,1,0,0,1,1,93.8,4751,1
7872-BAAZR,0,1,1,1,53,1,0,0,0,0,0,0,0,0,1,0,1,19.6,1007.9,0
9391-LMANN,1,1,0,1,53,1,0,2,1,1,1,0,0,1,1,0,3,96,5036.9,0
2430-USGXP,1,1,1,0,24,1,1,2,0,0,1,0,1,1,0,1,3,101.1,2391.8,1
8174-TBVCF,0,1,1,0,70,1,1,1,1,1,1,1,1,1,2,1,2,94.8,6859.1,0
1698-XFZCI,1,1,0,0,61,1,1,2,1,1,1,0,1,1,1,1,3,107.8,6521.9,0
1877-HKBQX,0,1,0,0,11,1,0,1,1,0,0,1,0,0,1,1,4,54.6,617.9,0
4450-DLLMH,1,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,2,71.3,157.8,0
0428-AXXLJ,1,1,0,0,25,1,0,0,0,0,0,0,0,0,1,1,1,19.5,516.3,0
2746-DIJLO,0,1,0,0,41,1,1,1,0,1,0,0,0,0,1,1,2,56.3,2364,0
5955-ERIHD,1,1,1,0,18,1,1,2,0,0,0,0,1,1,0,1,3,94.7,1688,1
0917-EZOLA,1,0,1,0,72,1,1,2,0,1,1,0,1,1,2,1,1,104.2,7690,1
3508-VLHCZ,0,1,1,1,71,1,1,1,1,1,1,1,1,1,2,1,2,90.6,6239.1,0
4086-ATNFV,0,1,1,1,34,1,0,1,1,1,1,0,0,0,1,1,4,60.8,2042.1,0
0468-YRPXN,1,1,0,0,29,1,0,2,0,0,1,1,1,1,0,1,2,98.8,2807.1,0
5996-NRVXR,1,0,1,0,40,1,0,2,1,1,1,1,1,0,1,1,2,98.2,4116.8,0
3739-YBWAB,1,1,1,0,36,0,0,1,1,0,1,0,0,0,1,0,4,35.4,1318,0
7047-FWEYA,0,1,1,0,46,1,1,2,0,1,0,1,1,1,1,1,3,103.2,4594.7,0
2000-MPKCA,0,1,0,0,58,1,1,2,1,1,1,0,1,1,1,1,3,107.8,6332.8,0
9762-YAQAA,1,1,0,0,39,1,1,2,0,1,0,0,0,0,1,0,2,81.4,3213.8,0
5949-EBSQK,1,1,1,1,4,1,0,1,0,0,0,1,0,1,0,0,2,61.5,229.6,1
5473-KHBPS,0,1,1,1,52,1,1,2,0,1,1,0,1,0,1,1,2,95.7,4976.2,0
0100-DUVFC,1,0,1,0,70,1,1,2,0,1,1,0,1,1,1,1,3,104.8,7309,0
5397-TUPSH,1,0,1,0,65,1,0,2,0,0,0,0,0,0,1,1,1,71,4555.2,0
8950-MTZNV,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4,45,45,0
0326-VDYXE,0,1,1,0,70,1,1,2,0,0,1,0,1,1,1,1,3,97.7,6982.5,0
6773-LQTVT,0,0,1,1,29,0,0,1,0,1,1,0,0,0,0,1,4,35.7,1025.2,0
7274-RTAPZ,1,1,0,0,1,1,0,2,0,0,0,0,1,1,0,1,3,90.6,90.6,1
0436-TWFFZ,0,1,0,0,67,1,1,1,1,0,1,1,1,1,2,1,4,85.3,5714.2,0
8566-YPRGL,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,19.5,19.5,0
0311-UNPFF,0,1,0,0,26,1,0,2,0,0,0,0,1,1,0,1,1,88.8,2274.4,1
6609-MXJHJ,0,1,1,1,30,1,1,0,0,0,0,0,0,0,2,1,4,25.1,789.6,0
2669-OIDSD,0,1,1,0,48,1,0,2,0,0,1,1,1,1,0,1,2,100.1,4834,0
8400-WZICQ,0,1,1,1,55,1,0,1,1,1,0,0,0,0,0,0,3,55.7,3131.8,0
3834-XUIFC,1,1,0,0,7,1,1,2,0,0,0,0,0,1,0,1,4,85.2,602.6,1
9576-SYUHJ,1,1,0,0,37,1,1,2,1,0,0,0,1,0,0,1,3,91.2,3369.3,0
0410-IPFTY,0,1,1,0,31,1,0,2,0,1,0,0,0,1,0,1,1,83.9,2674.2,0
2831-EBWRN,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,3,45.9,199.8,0
9430-NKQLY,1,1,1,1,72,1,1,0,0,0,0,0,0,0,2,1,2,25.1,1790.8,0
8414-MYSHR,1,0,0,0,5,1,0,2,0,0,0,0,1,1,0,1,3,91.4,449.8,1
0247-SLUJI,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,19.7,19.7,0
9402-ORRAH,0,0,0,0,15,1,0,2,0,0,0,0,1,1,0,1,3,91.5,1400.3,0
6483-OATDN,1,1,1,1,8,1,0,1,1,0,0,0,0,0,0,1,2,51.3,411.6,0
1293-HHSHJ,0,1,0,0,35,1,0,0,0,0,0,0,0,0,1,0,4,21.1,741,0
4840-ORQXB,0,0,0,0,56,1,1,2,0,1,1,0,1,1,0,0,3,104.8,5841.4,0
7599-FKVXZ,1,1,1,0,42,1,1,2,0,0,1,1,1,1,0,1,1,106.2,4512.7,1
3982-DQLUS,1,0,1,1,65,1,1,2,1,1,0,0,0,0,0,1,3,85.8,5688.5,0
8610-ZIKJJ,0,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,4,20.3,31.9,0
3756-VNWDH,1,0,1,0,65,1,1,2,1,0,0,0,1,1,1,1,3,100.8,6674.7,0
7801-KICAO,0,1,0,0,18,1,1,2,0,0,0,0,0,0,0,1,3,74.2,1345.8,0
7673-LPRNY,0,1,0,0,23,1,1,1,1,0,1,0,1,1,1,1,3,78.6,1843.1,0
8229-TNIQA,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,4,45.3,197,1
6060-QBMGV,1,1,1,0,70,1,0,0,0,0,0,0,0,0,2,0,2,19.9,1433.8,0
7339-POGZN,0,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,3,50.7,214.6,0
2828-SLQPF,1,1,0,0,19,1,0,1,0,0,0,0,0,0,0,1,1,45,865.9,0
4465-VDKIQ,0,1,0,0,18,1,0,2,0,1,1,0,0,0,0,0,3,77.8,1358.6,0
2921-XWDJH,0,0,1,0,38,1,0,2,1,0,0,0,0,1,0,1,3,83.5,3147.2,0
6221-AVQYL,1,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,2,73.3,131.1,1
2558-BUOZZ,1,1,0,0,47,1,1,2,1,1,0,0,1,0,1,0,1,94.8,4535.9,0
9257-AZMTZ,0,1,1,1,52,1,0,0,0,0,0,0,0,0,2,0,1,20.1,1078.8,0
0003-MKNFE,1,1,0,0,9,1,1,1,0,0,0,0,0,1,0,0,4,59.9,542.4,0
0975-UYDTX,0,1,1,0,26,1,1,1,1,1,1,1,1,1,1,1,2,90.1,2312.6,0
7743-EXURX,1,1,1,1,8,1,0,1,0,0,1,0,0,0,0,1,3,51.1,415.1,1
4682-BLBUC,1,1,1,0,44,1,0,1,0,1,1,1,1,0,1,1,3,71,3250.5,0
0975-VOOVL,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,4,29.2,98.5,0
5968-VXZLG,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,46.6,87.9,0
5569-KGJHX,0,1,1,1,9,1,1,2,0,0,0,0,1,0,0,1,1,85.4,754.7,1
4988-IQIGL,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,3,75.4,75.4,1
5201-FRKKS,1,1,0,0,25,1,0,2,1,0,0,0,0,0,0,0,1,74.3,1952.3,0
9799-CAYJJ,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,1,3,69.3,153.8,0
7730-IUTDZ,1,1,0,0,43,1,0,2,1,0,0,0,0,0,0,1,3,75.2,3198.6,1
0426-TIRNE,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,20.9,20.9,1
5443-SCMKX,0,1,1,0,58,1,1,2,0,1,1,0,0,1,1,1,3,94.3,5610.2,0
8295-KMENE,0,1,1,1,59,1,1,1,1,0,1,1,1,0,2,1,4,76.5,4519.5,0
6738-ISCBM,1,1,0,0,44,0,0,1,1,0,1,0,1,1,1,1,3,54,2440.3,0
9821-BESNZ,1,1,0,0,66,1,1,2,0,1,0,1,1,1,1,1,3,104.3,6860.6,0
3678-MNGZX,1,1,1,1,68,1,0,0,0,0,0,0,0,0,2,0,1,20,1377.7,0
1335-NTIUC,1,1,0,0,9,0,0,1,0,0,0,0,0,0,0,1,3,25,190.3,0
2916-BQZLN,1,1,0,0,19,1,1,2,1,0,1,0,0,0,0,1,3,84.8,1652,0
4558-CGYCZ,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,19.8,78.3,0
2368-GAKKQ,0,1,0,0,70,1,1,2,1,1,1,1,1,1,2,1,1,113.7,7939.3,0
8710-YGLWG,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4,44.9,44.9,0
3199-XGZCY,0,1,0,0,8,1,1,2,0,0,0,0,0,0,0,1,3,75.3,576.7,0
3785-KTYSH,1,1,0,0,53,1,1,0,0,0,0,0,0,0,2,0,4,24.6,1279,0
6814-ZPWFQ,1,0,0,0,51,1,1,0,0,0,0,0,0,0,1,0,1,25,1260.7,0
4063-EIKNQ,1,1,1,1,11,1,0,0,0,0,0,0,0,0,0,0,1,21,267.4,0
6993-YCOBK,1,1,1,1,60,1,1,2,1,0,1,1,1,1,2,1,3,110.6,6586.9,0
5206-HPJKM,1,1,0,0,17,1,0,1,1,1,0,0,0,0,0,1,2,55.5,934.2,0
7587-RZNME,1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,43.3,123.7,1
0748-RDGGM,1,1,1,0,70,1,0,2,1,1,1,1,1,1,1,1,1,109.5,7534.7,1
8393-JMVMB,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,19.5,19.5,0
5019-GQVCR,1,0,0,0,43,1,1,2,0,0,0,0,1,0,0,1,3,84.9,3645.6,0
6036-TTFYU,0,1,1,0,16,1,0,0,0,0,0,0,0,0,0,0,4,19.6,314.5,0
2550-AEVRU,0,1,1,1,57,1,0,1,1,1,0,0,0,0,1,0,3,53.5,3053,0
0969-RGKCU,1,1,1,1,37,1,0,0,0,0,0,0,0,0,1,0,2,19.8,677.1,0
0378-CJKPV,0,1,1,0,72,1,1,2,1,1,1,1,1,1,2,0,2,112.1,7966,0
4706-AXVKM,0,0,0,0,11,1,1,2,0,0,0,0,0,1,0,1,2,84.8,906.9,1
5889-JTMUL,0,0,1,0,50,1,1,2,0,1,1,0,1,0,0,1,3,95.1,4888.7,1
9026-RNUJS,1,0,0,0,5,1,0,1,0,0,1,0,0,0,0,0,3,50.4,237.3,1
3746-EUBYR,1,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,1,74.6,74.6,1
2332-EFBJY,1,1,0,0,16,1,0,0,0,0,0,0,0,0,0,1,4,19.7,342.4,1
2880-FPNAE,1,0,1,0,2,1,0,2,0,0,1,0,0,0,0,1,3,74.2,140.1,0
1703-MGIAB,0,1,0,0,17,1,1,1,0,0,1,1,1,0,0,1,4,69,1108,0
4311-QTTAI,0,1,0,0,16,1,0,0,0,0,0,0,0,0,1,0,2,19.4,295.6,0
9474-PHLYD,0,1,0,0,15,1,0,1,0,0,1,0,0,1,0,1,3,59.5,892.7,1
4318-RAJVY,0,1,0,0,10,1,0,0,0,0,0,0,0,0,1,1,4,19.8,198.3,0
2165-VOEGB,0,1,0,1,46,1,0,2,1,1,0,1,1,1,1,1,1,105.2,4822.9,1
3612-YUNGG,1,1,1,1,64,1,1,2,0,1,1,1,1,1,2,1,2,109.2,6741.2,0
2254-DLXRI,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,1,4,79.2,79.2,0
5062-CJJKH,1,1,1,1,25,1,0,1,0,1,1,0,0,0,1,0,4,53.7,1355.5,0
9028-LIHRP,1,1,1,1,71,1,0,2,1,1,1,1,1,0,2,0,2,100.2,7209,0
2219-MVUSO,1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,4,45.2,438.4,1
1053-MXTTK,0,1,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,108.7,7726.4,0
1530-ZTDOZ,0,1,1,0,49,0,0,1,1,0,0,0,1,0,0,0,1,40.7,2070.8,0
1301-LOPVR,1,1,1,1,29,0,0,1,1,1,1,1,0,1,1,1,2,55.4,1637,0
0853-TWRVK,1,1,1,0,72,1,1,2,1,1,1,1,0,1,2,0,1,105.6,7581.5,0
8914-RBTSB,1,1,1,0,31,1,1,2,0,1,1,0,1,0,0,0,3,93.8,3019.5,1
6212-ATMLK,0,1,0,0,50,1,1,2,0,0,0,0,1,1,0,1,3,95.7,4729.8,0
8200-LGKSR,1,1,1,0,71,1,1,1,1,0,1,1,1,1,2,0,3,83.2,6126.1,0
1568-BEKZM,1,0,1,0,70,1,1,1,1,1,1,1,1,1,2,0,2,90.1,6333.4,0
0670-ANMUU,1,1,0,0,71,1,1,2,1,0,0,1,0,1,1,0,2,97.7,6687.9,0
6897-RWMUB,1,1,1,1,61,1,0,1,1,1,1,1,0,0,2,1,1,68.1,4158.3,0
0963-ZBDRN,1,1,0,0,32,1,0,2,0,0,0,1,1,1,0,1,3,96.2,3183.4,1
7594-RQHXR,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,1,3,79.6,79.6,1
6999-CHVCF,1,1,0,0,68,1,1,2,1,1,1,0,0,1,2,1,1,102.1,7149.4,0
6134-KWTBV,1,1,0,0,62,1,1,0,0,0,0,0,0,0,2,0,1,23.4,1429.7,0
1077-HUUJM,0,1,0,1,7,1,0,2,0,0,0,0,0,0,0,1,3,71.1,472.7,0
6331-EWIEB,1,1,0,0,20,1,1,2,0,0,0,0,1,0,0,1,3,85.3,1734.5,1
0895-LNKRC,1,1,1,1,6,1,0,0,0,0,0,0,0,0,1,0,4,19.5,113.5,0
2045-BMBTJ,0,0,0,0,33,0,0,1,1,1,1,0,1,1,0,1,1,59.5,1884.7,0
8417-GSODA,1,1,1,1,28,1,1,2,0,0,0,0,1,1,1,0,1,92.2,2568.2,0
5171-EPLKN,1,1,0,0,27,1,0,0,0,0,0,0,0,0,2,0,2,19.9,470,0
4452-QIIEB,1,1,0,0,7,1,0,1,0,0,0,0,0,0,0,0,4,43.9,278.4,0
5998-VVEJY,1,1,0,0,26,1,1,2,0,0,0,1,0,0,0,1,3,80.5,2088.8,1
1624-NALOJ,1,0,0,0,5,1,1,2,0,1,0,0,0,1,0,1,3,89.8,502.6,1
6741-EGCBI,1,0,0,0,30,1,1,2,1,0,0,0,0,1,0,1,2,90.5,2595.9,0
7820-ZYGNY,1,1,0,0,63,1,1,2,0,1,0,0,0,1,1,0,2,90.5,5825.5,0
4317-VTEOA,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,3,50.8,50.8,1
9677-AVKED,0,1,0,1,53,1,1,1,0,1,1,1,1,1,1,1,3,84.6,4449.8,0
1670-SVOWZ,0,1,1,1,14,1,0,2,0,1,0,1,0,1,0,1,2,89.7,1208.4,1
2227-JRSJX,0,1,0,0,21,1,0,2,0,1,0,1,1,1,0,1,1,99.2,1956.4,0
9847-HNVGP,1,1,0,0,17,1,0,0,0,0,0,0,0,0,1,0,4,20,310.6,0
6696-YDAYZ,1,1,1,1,16,1,0,0,0,0,0,0,0,0,2,0,4,20.5,290.6,0
8980-WQFWL,0,1,0,0,35,1,0,1,0,0,1,0,0,1,0,1,3,62.1,2096.1,0
1730-ZMAME,0,0,0,0,32,1,0,2,0,0,0,0,0,1,0,1,3,79.5,2665,0
6506-EYCNH,0,1,1,1,28,1,0,0,0,0,0,0,0,0,0,1,1,19.6,543.8,0
4634-JLRJT,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,20.4,20.4,0
9501-UKKNL,1,1,0,0,59,0,0,1,0,0,0,1,1,1,0,1,3,51.7,3005.8,0
2560-QTSBS,0,1,1,1,72,1,1,0,0,0,0,0,0,0,1,1,1,23.3,1623.2,0
7541-YLXCL,1,1,0,0,36,1,0,1,0,1,0,1,0,1,1,1,4,65.4,2498.4,1
4795-WRNVT,0,1,0,0,40,1,0,1,1,1,0,0,1,0,0,0,4,65.1,2586,0
6080-TCMYC,1,1,1,1,40,1,1,2,0,0,1,0,0,0,0,1,3,81.2,3292.3,0
0260-ZDLGK,0,1,0,1,9,1,0,1,0,0,1,1,1,1,0,1,4,72.9,651.4,1
7860-UXCRM,1,1,1,1,63,1,0,1,1,1,1,1,1,0,2,0,2,74.5,4674.6,0
6357-JJPQT,0,1,0,0,3,1,0,2,0,0,0,0,1,0,0,1,3,80.5,232.4,0
2292-XQWSV,1,1,1,1,40,0,0,1,0,1,1,1,1,1,1,0,4,60.3,2448.5,0
9552-TGUZV,1,1,1,0,8,1,0,2,1,0,0,0,0,0,0,1,4,75,658.1,0
5913-INRQV,1,0,1,0,34,1,0,2,1,0,0,1,1,0,1,0,4,90.2,3128.8,0
8722-NGNBH,1,1,0,0,5,0,0,1,1,0,1,1,0,0,0,0,4,40,223.5,1
6210-KBBPI,1,0,0,0,9,1,1,2,0,1,0,0,1,1,0,1,2,99.5,919.4,1
9643-YBLUR,1,1,1,0,9,1,1,1,0,1,1,0,0,1,0,1,2,69.1,654,0
8734-FNWVH,1,1,1,1,31,1,1,1,0,0,0,0,0,1,0,0,1,59.7,1825.5,0
9447-YPTBX,0,1,1,0,50,1,0,0,0,0,0,0,0,0,1,1,1,19.9,943.1,0
0133-BMFZO,0,1,0,0,2,1,0,2,1,1,0,1,0,0,0,1,3,86.3,181.7,1
6128-CZOMY,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,45.7,45.7,1
9540-JYROE,1,1,0,0,8,1,0,2,0,0,0,0,0,0,0,1,4,70.1,551.4,1
9026-LHEVG,0,1,0,0,9,0,0,1,0,1,0,0,0,1,0,0,3,40.8,359.4,0
2260-USTRB,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1,70.2,116,1
3656-TKRVZ,0,1,0,0,3,1,0,1,1,1,0,0,0,0,0,0,3,55.4,165.2,1
7011-CVEUC,1,1,1,0,25,1,0,2,0,0,0,1,1,1,0,1,2,95.7,2338.4,0
6185-TASNN,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,46.3,46.3,0
7925-PNRGI,0,1,1,1,45,1,1,1,1,1,1,1,1,0,0,0,4,81.3,3541.1,0
8623-TMRBY,1,0,1,1,51,1,1,2,0,1,1,0,0,0,0,1,3,84.2,4146.1,1
1552-CZCLL,0,1,1,1,55,1,0,0,0,0,0,0,0,0,0,0,2,20,1087.3,0
3038-PQIUY,0,1,0,0,38,1,1,1,1,1,1,0,0,0,0,1,1,66.2,2522.4,0
1501-SGHBW,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,45.9,81,1
9313-CDOGY,1,1,1,1,38,1,0,0,0,0,0,0,0,0,0,0,3,19.6,717.3,0
8148-BPLZQ,1,1,0,0,34,1,0,1,0,1,0,0,0,0,0,1,3,49.8,1734.2,0
2623-DRYAM,0,1,1,0,70,1,1,2,0,0,1,0,1,1,1,1,3,101.8,7069.3,0
9987-LUTYD,0,1,0,0,13,1,0,1,1,0,0,1,0,0,1,0,4,55.2,742.9,0
3208-YPIOE,1,1,0,0,39,1,1,2,0,0,0,0,0,0,0,0,3,75.3,3017.7,1
4488-KQFDT,0,1,0,0,61,1,1,2,0,1,1,0,1,1,1,1,3,104,6423,0
2612-RANWT,0,1,0,0,12,1,1,2,0,0,1,0,1,1,0,1,1,100.2,1164.3,1
5693-PIPCS,1,1,0,0,41,1,0,2,0,1,0,1,1,1,2,1,2,99.7,4220.4,0
0491-KAPQG,1,1,0,0,21,1,1,2,0,0,0,0,0,0,0,1,3,73.7,1558.7,0
1925-LFCZZ,1,0,0,0,55,0,0,1,0,0,1,0,1,1,1,1,1,50.1,2743.5,0
8039-EQPIM,1,1,1,0,69,0,0,1,1,0,1,1,1,1,2,0,1,60.3,4055.5,0
6900-PXRMS,1,0,1,1,26,1,1,2,0,1,1,0,1,1,0,0,3,105.8,2710.3,1
8707-RMEZH,0,0,1,0,69,1,0,2,1,1,0,0,0,1,1,0,2,87.3,6055.6,0
3346-BRMIS,0,0,1,0,18,0,0,1,0,0,1,0,1,1,0,1,3,48.4,810.7,1
3209-ZPKFI,1,1,1,1,47,1,1,1,0,1,0,0,0,0,0,0,3,54.3,2538.2,0
6479-VDGRK,0,1,1,1,72,1,0,1,1,1,1,1,1,1,2,0,1,85.3,6129.2,0
9373-WSLOY,1,0,1,0,33,0,0,1,0,1,1,1,1,0,0,1,3,50,1750.9,0
2933-FILNV,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,4,24.4,36.6,1
3569-JFODW,0,1,1,1,72,1,1,1,1,1,1,1,1,1,2,0,2,91,6652.5,0
9819-FBNSV,1,0,1,0,37,1,0,2,0,0,0,0,0,0,0,1,1,72.3,2575.5,0
9544-PYPSJ,0,0,1,1,62,1,1,2,0,1,1,0,0,1,0,1,2,96.1,6019.4,0
1591-XWLGB,0,1,1,0,71,1,0,0,0,0,0,0,0,0,2,0,2,19.9,1379.6,0
0396-UKGAI,1,1,0,1,23,1,0,1,0,1,0,1,0,0,0,1,1,55.3,1284.2,0
3243-ZHOHY,0,1,0,0,16,1,0,0,0,0,0,0,0,0,1,0,4,20.1,296.2,0
5186-EJEGL,1,1,0,0,9,1,0,1,1,0,1,1,1,0,0,1,4,69.5,653.3,0
7527-QNRUS,1,1,1,1,17,1,1,0,0,0,0,0,0,0,2,1,4,25.2,412.6,0
9986-BONCE,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,21,85.5,1
2722-JMONI,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,3,49.6,49.6,1
2203-GHNWN,0,1,1,0,24,1,1,2,0,0,1,0,0,0,0,1,4,79.7,1928.7,0
3878-AVSOQ,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,71.3,71.3,0
3258-SYSWS,1,0,0,0,72,1,1,2,1,1,1,1,1,1,2,0,1,113.8,7845.8,0
5296-PSYVW,0,1,1,0,72,1,1,0,0,0,0,0,0,0,2,0,3,24.6,1750.7,0
6319-QSUSR,0,1,0,1,11,1,0,0,0,0,0,0,0,0,0,0,2,19.7,216.2,0
4083-EUGRJ,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,4,20.3,178.5,1
7579-OOPEC,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,2,50.2,115.1,1
0512-FLFDW,0,0,1,0,60,1,1,2,0,0,1,0,1,1,1,1,2,100.5,6029,0
1771-OADNZ,1,0,1,0,29,1,1,2,0,1,1,0,0,1,0,1,3,95.9,2745.2,1
0487-CRLZF,0,1,0,0,49,1,0,1,0,0,1,1,1,1,2,1,1,74.5,3721.9,0
2107-FBPTK,0,0,0,0,30,1,1,2,0,1,1,0,1,1,0,1,3,104.1,3121.1,0
9451-WLYRI,0,1,1,0,53,1,0,0,0,0,0,0,0,0,1,0,2,19.1,990.5,0
8219-VYBVI,1,1,0,1,39,1,1,0,0,0,0,0,0,0,2,0,4,25,1004.4,0
1991-VOPLL,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,4,19.1,157.7,0
9738-QLWTP,1,1,0,0,39,1,0,2,0,0,1,1,0,0,1,0,3,81.9,3219.8,0
1016-DJTSV,1,0,0,0,8,1,0,2,0,0,0,0,0,0,0,1,3,69.7,572.9,0
9419-IPPBE,0,1,1,1,51,1,1,2,0,0,1,0,0,1,1,1,3,90.2,4554.9,0
0174-QRVVY,1,1,1,1,71,1,1,0,0,0,0,0,0,0,2,0,2,25.4,1847.6,0
5699-BNCAS,1,0,0,0,71,1,1,0,0,0,0,0,0,0,2,1,4,24.7,1766.8,0
2900-PHPLN,0,0,1,0,70,1,0,0,0,0,0,0,0,0,2,1,2,19.6,1462.1,0
0612-RTZZA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,25.3,25.3,1
8106-GWQOK,1,1,1,0,38,0,0,1,1,1,0,1,1,1,2,1,1,60,2193.2,0
8751-EDEKA,0,1,1,0,28,1,0,2,0,1,1,0,0,1,0,0,2,89.9,2433.5,0
6878-GGDWG,0,1,1,0,32,1,0,0,0,0,0,0,0,0,0,0,1,19.4,641.2,0
4039-PIMHX,1,0,1,0,49,1,0,1,0,1,0,0,0,0,2,0,4,49.8,2398.4,0
8450-LUGUK,0,1,1,1,37,1,1,0,0,0,0,0,0,0,2,1,1,24.1,861.9,0
3604-WLABM,0,1,0,0,10,1,0,1,0,0,1,1,0,0,0,0,3,54.3,583,0
0795-GMVQO,1,1,1,0,67,1,1,2,1,1,1,0,1,1,1,0,2,109.9,7332.4,0
2259-OUUSZ,1,1,0,0,7,0,0,1,0,0,1,1,0,0,1,1,2,35.5,249.6,0
1142-IHLOO,0,1,0,0,51,1,0,2,0,0,0,0,1,1,1,0,2,87.6,4475.9,0
6410-LEFEN,0,1,0,0,9,1,0,1,0,0,0,0,0,0,0,0,3,45.2,416.5,1
4633-MKHYU,0,1,0,0,9,1,0,2,0,0,0,0,1,1,0,1,4,88.4,788.6,0
6257-RJOHI,1,1,0,0,4,1,0,1,0,0,0,1,0,0,0,1,4,50.8,202.3,0
1545-JFUML,1,1,1,0,71,1,1,2,1,1,1,0,1,0,2,1,3,99,6994.6,0
3194-ORPIK,0,1,1,1,50,1,1,2,0,0,0,0,1,0,0,1,1,84.4,4116.2,1
7826-VVKWT,0,0,1,1,24,1,0,2,0,0,1,0,1,1,2,1,3,96.6,2263.5,0
1353-GHZOS,1,1,1,0,22,1,0,1,1,0,0,0,1,0,1,1,1,59.8,1374.4,0
2587-EKXTS,1,1,0,0,44,1,1,2,1,1,1,0,1,1,0,1,3,111.5,4915.2,0
5442-BXVND,0,1,1,1,33,1,1,0,0,0,0,0,0,0,0,0,1,24.3,838.5,0
8816-VXNZD,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,3,75.1,75.1,1
9378-FXTIZ,0,1,1,0,54,1,1,1,0,0,0,0,1,1,1,1,2,70.2,3715.7,1
1723-HKXJQ,1,1,0,0,42,1,1,2,0,1,0,0,1,1,0,1,3,101.8,4273.5,1
7825-GKXMW,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,45.8,45.8,1
9753-OYLBX,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,20.5,20.5,0
2364-UFROM,1,1,0,0,30,1,0,1,1,1,0,1,1,0,1,0,3,70.4,2044.8,0
6656-JWRQX,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,30.6,30.6,0
6473-ULUHT,1,1,1,1,16,1,1,1,1,1,0,1,1,1,0,0,3,84.9,1398.3,0
1240-KNSEZ,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,20.1,20.1,1
0836-SEYLU,1,1,1,0,9,0,0,1,0,0,0,1,1,0,0,0,4,40.7,329,1
4433-JCGCG,1,0,1,0,46,1,1,2,0,0,1,0,1,1,0,1,3,101,4680.1,1
3716-BDVDB,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,69.1,69.1,1
7688-AWMDX,1,1,1,0,71,1,0,1,1,0,0,1,0,0,2,0,1,54.5,3778.2,0
2842-BCQGE,1,1,0,0,43,1,1,2,0,0,0,0,0,0,0,1,2,75.4,3161.4,0
7244-QWYHG,1,1,1,0,50,0,0,1,1,0,0,1,1,0,1,1,1,44.5,2188.5,0
5899-MQZZL,0,1,0,0,13,1,1,2,0,0,0,0,0,0,0,1,4,75,999.5,1
6849-OYAMU,1,1,1,1,19,1,0,2,0,1,0,1,1,1,1,0,1,100,1888.7,1
